3374d31,4,4,4,4,2160
33760ff,1,4,-1,-1,1080
3379b8d,4,4,-1,-1,1080
337dfc2,4,4,4,4,2160
338974a,4,4,4,4,2160
33a0974,4,4,4,4,2160
33abc1d,-1,4,-1,-1,1080
33b7713,4,4,4,2,2160
33c05da,4,4,4,4,2160
33ca8e6,4,4,-1,-1,1080
33e1aad,3,4,4,4,2160
33eeb5a,0,4,-1,-1,1080
341496b,4,4,-1,-1,1080
341673b,4,3,-1,-1,1080
3419a59,4,4,-1,-1,1080
342211a,4,4,-1,-1,1080
3425ab1,3,3,-1,-1,1080
3435094,4,4,-1,-1,1080
3435793,4,4,-1,-1,1080
348d2e9,2,3,-1,-1,1080
348f30f,4,3,2,-1,1440
349a7ed,4,3,0,-1,1440
34be947,4,4,-1,-1,1080
34d076a,4,3,2,-1,1440
34e1d36,4,4,4,4,2160
34edc5b,4,4,-1,-1,1080
34f10cf,3,3,3,-1,1440
34fd009,4,4,2,0,2160
3520f9e,4,4,-1,-1,1080
3531d54,4,4,-1,-1,1080
353acbe,4,4,-1,-1,1080
3543e2f,4,4,-1,-1,1080
3558bab,4,4,4,-1,1440
359ce7c,4,4,-1,-1,1080
35a46bb,4,4,-1,-1,1080
35d4ca6,4,4,-1,-1,1080
35e78ea,4,3,-1,-1,1080
35fcd40,4,3,-1,-1,1080
3600b8f,4,4,3,0,2160
3635ba9,4,3,-1,-1,1080
365e60f,4,4,-1,-1,1080
366c49b,4,4,-1,-1,1080
366d0cd,4,4,4,4,2160
3676ee1,4,4,4,4,2160
3683e14,4,3,3,-1,1440
36bc433,3,3,-1,-1,1080
36eda69,4,4,4,3,2160
36f6555,4,4,-1,-1,1080
36fffdb,4,4,4,4,2160
370aed7,4,4,4,1,2160
371f169,4,4,-1,-1,1080
372711c,4,4,-1,-1,1080
372bec5,4,4,4,-1,1440
375f65c,4,4,4,4,2160
378abdf,4,4,3,4,2160
379c9b6,4,4,-1,-1,1080
37aeed6,4,4,4,1,2160
37bb105,4,4,-1,-1,1080
37caf47,3,3,-1,-1,1080
37d46f5,4,0,3,-1,1440
37e0415,4,1,0,0,2160
37f82b1,4,3,-1,-1,1080
380d6d2,4,4,-1,-1,1080
38268a0,4,4,4,4,2160
382964c,4,4,-1,-1,1080
383786f,4,4,3,0,2160
383adfc,4,3,0,0,2160
384b554,4,4,-1,-1,1080
384e2ea,4,4,4,4,2160
38571ea,4,4,4,4,2160
385b9bb,4,4,4,4,2160
38645e0,3,3,3,4,2160
386c361,3,3,-1,-1,1080
3872a8d,4,4,-1,-1,1080
3877f56,4,4,4,-1,1440
38833fa,4,3,-1,-1,1080
38867e9,4,4,4,-1,1440
388e63a,2,0,-1,-1,1080
3891fd5,4,3,2,-1,1440
389f063,4,2,-1,-1,1080
38b4777,4,4,-1,-1,1080
38b590e,4,3,-1,-1,1080
38b5b90,4,4,-1,-1,1080
38cf220,4,4,-1,-1,1080
38e1d95,3,2,-1,-1,1080
38e28d7,3,4,-1,-1,1080
38e50d9,4,4,4,-1,1440
38ec198,4,4,-1,-1,1080
390be41,4,4,-1,-1,1080
3931115,4,4,-1,-1,1080
3934693,4,4,-1,-1,1080
3935d84,2,0,-1,-1,1080
3967eaa,3,2,-1,-1,1080
3972f8c,4,4,4,-1,1440
3974726,4,4,-1,-1,1080
3976f6a,4,4,4,4,2160
39863eb,4,4,4,3,2160
399dbdb,4,3,-1,-1,1080
39b38a1,4,4,4,4,2160
3a01b7c,4,4,-1,-1,1080
